Production_Budget_INR_Cr,Marketing_Budget_INR_Cr,Release_Month,Popularity_Score,Runtime_Minutes,Star_Success_Factor,Genre,Primary_Language,Diaspora_Strength_Score,Origin,India_Gross_INR_Cr,International_Gross_INR_Cr
27.92,6.71,4,66,141,6,Thriller,Tamil,1,Indian,58.76,26.26
23.68,3.92,9,47,113,5,Drama,Hindi,7,Indian,36.42,28.62
41.63,0.5,2,68,114,7,Rom-Com,Tamil,1,Indian,66.9,42.39
102.33,36.14,3,61,144,5,Fantasy/Adventure,English,10,Hollywood,167.5,1334.39
71.18,5.49,6,91,131,9,Animated,Hindi,2,Indian,218.26,63.89
17.19,4.52,10,55,126,3,Sci-Fi/Action,Hindi,3,Indian,48.36,45.87
7.67,0.52,5,50,156,9,Historical Epic,Tamil,4,Indian,27.2,21.2
6.22,1.42,10,66,148,9,Horror/Thriller,Others,0,Indian,14.97,6.73
19.79,3.14,3,50,135,3,Horror/Thriller,Hindi,5,Indian,26.52,19.91
368.45,105.47,8,91,121,7,Action (Masala),English,5,Hollywood,998.22,1329.6
18.99,0.92,9,63,132,7,Animated,English,4,Indian,34.89,33.18
34.9,10.44,3,63,150,4,Fantasy/Adventure,Tamil,4,Indian,73.91,73.18
31.27,10.82,6,66,128,5,Superhero,Telugu,3,Indian,108.38,70.17
57.53,12.12,8,65,121,4,Horror/Thriller,Tamil,2,Indian,78.6,35.62
328.0,23.14,5,62,138,3,Rom-Com,Hindi,1,Indian,319.72,280.88
27.74,6.74,2,80,119,6,Sci-Fi/Action,Others,0,Indian,71.06,36.48
151.38,21.77,10,67,119,3,Rom-Com,English,5,Hollywood,106.45,965.55
51.88,8.36,4,66,127,6,Sci-Fi/Action,Hindi,1,Indian,106.66,63.21
5.12,5.51,2,73,134,7,Fantasy/Adventure,Telugu,2,Indian,24.17,15.52
2.57,0.5,7,47,145,3,Fantasy/Adventure,Hindi,7,Indian,6.14,7.61
34.2,7.89,1,42,147,1,Drama,Others,1,Indian,32.09,26.52
15.93,8.84,7,62,135,5,Horror/Thriller,Hindi,2,Indian,25.71,19.24
103.34,30.74,11,39,142,1,Historical Epic,Others,0,Indian,153.73,65.4
35.59,5.53,6,42,118,1,Rom-Com,Hindi,4,Indian,34.44,31.26
64.73,5.25,11,39,174,3,Superhero,Telugu,3,Indian,143.35,71.91
52.41,2.64,9,65,105,7,Sci-Fi/Action,Hindi,6,Indian,158.35,94.72
8.91,0.5,9,45,126,4,Action (Masala),Others,0,Indian,16.76,12.71
386.96,62.29,9,89,144,7,Animated,English,3,Hollywood,609.68,1669.49
35.6,3.07,8,56,119,2,Drama,Tamil,3,Indian,36.25,36.52
26.7,1.39,9,42,142,3,Thriller,Tamil,5,Indian,28.76,41.45
41.2,10.8,10,38,94,2,Rom-Com,Hindi,0,Indian,69.41,24.14
53.7,10.87,7,62,133,4,Drama,Hindi,3,Indian,82.84,52.9
5.53,5.01,12,39,171,3,Drama,Others,8,Indian,11.88,14.71
36.62,9.56,5,49,98,4,Rom-Com,Tamil,0,Indian,61.38,44.44
287.8,46.61,4,79,114,6,Drama,English,6,Hollywood,312.32,1569.41
14.76,0.5,1,51,141,4,Animated,Tamil,0,Indian,23.53,9.72
496.44,131.89,4,54,169,3,Sci-Fi/Action,English,7,Hollywood,568.14,3354.88
95.49,18.95,5,72,105,3,Fantasy/Adventure,Hindi,1,Indian,182.52,140.89
281.77,29.7,5,83,156,5,Historical Epic,English,7,Hollywood,462.37,2728.18
47.73,10.86,8,78,142,6,Animated,English,7,Hollywood,65.99,268.41
603.68,126.59,5,78,118,4,Superhero,English,9,Hollywood,7842.81,9894.97
28.51,7.47,12,40,118,4,Fantasy/Adventure,Hindi,0,Indian,59.19,36.75
491.89,47.82,10,70,114,6,Horror/Thriller,English,7,Hollywood,289.92,1017.14
23.76,3.27,8,62,140,5,Horror/Thriller,Telugu,3,Indian,30.49,19.31
1239.46,78.04,4,72,125,4,Animated,English,8,Hollywood,618.5,3118.74
16.78,1.49,5,39,166,2,Fantasy/Adventure,Tamil,0,Indian,30.04,24.93
125.54,30.47,4,54,146,5,Action (Masala),Hindi,0,Indian,395.93,176.61
114.08,21.59,12,66,144,6,Thriller,Telugu,6,Indian,211.36,148.95
90.65,13.64,1,48,147,4,Thriller,Hindi,3,Indian,105.1,113.46
14.14,3.79,5,70,141,6,Thriller,Others,1,Indian,34.82,23.15
50.04,9.44,10,83,148,8,Rom-Com,Hindi,2,Indian,142.42,70.69
33.14,8.79,8,61,121,6,Rom-Com,Tamil,3,Indian,64.56,47.09
38.03,13.27,4,77,126,6,Animated,Others,5,Indian,73.94,86.95
93.61,19.05,7,69,123,6,Drama,Others,4,Indian,168.11,103.54
469.58,186.56,8,55,139,1,Rom-Com,English,6,Hollywood,309.81,1450.72
84.46,9.4,9,41,171,2,Animated,English,5,Hollywood,76.86,345.42
785.62,250.49,10,63,137,3,Horror/Thriller,English,7,Hollywood,405.59,6817.12
141.82,24.41,9,74,147,8,Rom-Com,English,9,Hollywood,225.18,1072.77
28.9,2.83,5,70,107,7,Thriller,Telugu,3,Indian,63.86,42.24
87.7,19.37,12,77,131,4,Horror/Thriller,Others,7,Indian,133.9,130.76
99.56,26.73,1,78,150,4,Superhero,Others,2,Indian,277.87,145.7
45.36,15.32,3,48,110,4,Action (Masala),Others,1,Indian,80.65,69.1
5.06,0.5,5,92,123,9,Fantasy/Adventure,Hindi,0,Indian,25.32,9.81
43.74,9.17,7,77,131,4,Animated,Telugu,2,Indian,71.39,43.2
22.48,3.18,5,45,119,2,Action (Masala),Hindi,7,Indian,49.28,55.37
30.75,4.52,9,49,171,3,Historical Epic,Telugu,1,Indian,46.11,40.73
36.84,5.95,3,54,124,5,Historical Epic,English,6,Indian,55.33,122.91
369.12,62.47,8,73,168,8,Historical Epic,English,7,Hollywood,417.76,3043.45
87.77,11.62,3,51,144,4,Animated,English,3,Hollywood,103.2,3931.88
18.61,0.5,7,58,139,4,Superhero,Tamil,3,Indian,43.43,32.09
587.36,114.57,12,75,127,6,Superhero,English,3,Hollywood,1432.9,7261.52
143.62,24.88,10,61,134,7,Thriller,English,6,Hollywood,175.63,879.3
30.83,4.18,4,76,131,8,Horror/Thriller,Hindi,2,Indian,54.06,29.6
87.3,7.56,4,59,125,6,Fantasy/Adventure,English,3,Hollywood,121.93,467.25
148.95,45.56,4,59,124,5,Fantasy/Adventure,Hindi,4,Indian,224.6,179.41
50.79,11.27,9,58,165,7,Rom-Com,Hindi,1,Indian,122.03,46.05
131.65,42.32,4,78,100,9,Rom-Com,English,2,Hollywood,253.21,657.54
58.55,5.57,8,42,136,2,Thriller,English,4,Indian,57.4,75.45
12.94,0.5,5,63,143,6,Sci-Fi/Action,Telugu,1,Indian,39.25,24.24
449.66,96.25,7,61,128,2,Horror/Thriller,English,6,Hollywood,188.34,933.25
20.93,2.18,5,72,123,5,Animated,Hindi,0,Indian,53.54,32.24
43.05,9.26,3,73,114,7,Historical Epic,Tamil,5,Indian,123.25,92.47
25.72,3.63,3,18,145,1,Superhero,Hindi,1,Indian,32.55,2.39
7.96,0.5,11,67,121,7,Horror/Thriller,Others,6,Indian,12.77,10.34
25.46,5.21,12,79,134,8,Drama,Others,5,Indian,69.94,49.97
11.33,2.77,7,52,116,3,Animated,Others,1,Indian,19.66,12.39
61.3,11.64,1,48,144,5,Historical Epic,English,6,Hollywood,71.59,465.26
297.99,73.26,5,43,154,3,Animated,English,10,Hollywood,197.62,1910.06
77.05,25.07,10,65,114,6,Thriller,English,4,Hollywood,134.63,505.48
32.95,11.85,10,80,150,8,Action (Masala),Telugu,3,Indian,183.23,97.28
82.62,17.71,8,48,130,5,Horror/Thriller,Hindi,2,Indian,105.37,69.75
292.12,42.98,9,76,158,8,Historical Epic,English,6,Hollywood,870.21,2074.08
8.92,2.07,11,81,129,9,Thriller,Hindi,4,Indian,27.38,20.12
58.02,21.16,8,75,145,5,Horror/Thriller,Hindi,3,Indian,121.67,51.08
11.16,0.5,11,45,124,5,Animated,Hindi,0,Indian,19.7,10.87
817.71,133.03,1,75,125,6,Fantasy/Adventure,English,2,Hollywood,691.33,4944.2
29.25,7.42,5,64,134,3,Thriller,Others,4,Indian,44.77,33.08
178.27,30.19,5,55,147,4,Animated,English,3,Hollywood,178.31,842.25
12.7,3.79,9,78,142,9,Rom-Com,Tamil,2,Indian,33.06,15.58
20.82,0.5,2,72,175,6,Superhero,Telugu,0,Indian,68.26,36.23
46.13,10.58,7,45,147,6,Fantasy/Adventure,English,3,Hollywood,215.07,277.92
59.67,6.34,2,42,148,3,Animated,Others,5,Indian,67.88,79.77
27.4,7.38,10,69,117,5,Superhero,English,4,Hollywood,70.74,377.76
610.51,142.28,8,87,140,7,Superhero,English,8,Hollywood,1650.1,6344.66
503.97,39.52,3,82,141,7,Fantasy/Adventure,English,4,Hollywood,855.81,3081.16
23.58,6.1,11,57,128,6,Drama,Hindi,3,Indian,41.23,29.14
59.03,12.59,1,65,118,4,Drama,Hindi,7,Indian,120.86,103.78
51.0,8.89,12,50,113,7,Rom-Com,English,6,Hollywood,73.09,263.45
13.44,2.77,12,52,114,5,Horror/Thriller,Hindi,0,Indian,28.67,11.56
83.74,20.11,1,86,133,8,Animated,English,8,Hollywood,186.26,731.61
49.11,12.26,10,37,128,4,Rom-Com,Hindi,7,Indian,94.72,83.15
176.29,40.48,8,67,127,6,Animated,English,2,Hollywood,133.83,713.58
187.38,32.02,5,89,160,4,Superhero,Hindi,0,Indian,761.43,450.33
52.32,16.68,3,74,150,9,Fantasy/Adventure,Hindi,4,Indian,174.34,501.22
28.15,7.22,10,46,166,1,Fantasy/Adventure,Tamil,3,Indian,49.04,44.07
26.24,1.46,6,86,136,9,Superhero,Tamil,2,Indian,124.67,61.52
31.67,4.06,1,71,122,7,Thriller,English,7,Indian,65.35,82.95
841.06,204.4,4,74,143,4,Horror/Thriller,English,6,Hollywood,1436.5,2311.47
223.11,45.02,10,63,138,4,Action (Masala),English,4,Hollywood,408.94,2121.81
12.11,5.21,5,58,141,1,Thriller,Hindi,0,Indian,22.02,16.58
359.94,82.66,6,71,119,6,Animated,Telugu,4,Indian,813.02,406.38
1507.31,443.52,6,59,100,2,Sci-Fi/Action,English,8,Hollywood,810.54,4125.15
7.97,0.5,12,47,145,2,Thriller,Hindi,4,Indian,12.19,11.46
60.63,3.35,4,61,135,6,Animated,Hindi,4,Indian,136.21,63.15
27.37,7.15,1,76,115,7,Sci-Fi/Action,Hindi,0,Indian,120.02,40.6
36.24,3.51,12,80,138,8,Animated,Telugu,0,Indian,114.03,44.35
8.83,6.67,4,59,109,4,Fantasy/Adventure,Hindi,4,Indian,30.07,24.09
15.11,3.48,3,43,134,2,Sci-Fi/Action,Others,7,Indian,28.96,36.0
56.84,6.17,7,47,144,3,Rom-Com,Hindi,3,Indian,68.67,35.12
71.82,11.89,12,45,109,1,Historical Epic,Hindi,2,Indian,93.79,96.41
7.03,7.33,2,47,128,6,Drama,Hindi,5,Indian,17.37,15.34
7.72,3.59,3,66,120,7,Fantasy/Adventure,Tamil,3,Indian,25.07,20.9
266.36,24.59,8,53,148,1,Drama,English,9,Hollywood,152.3,1224.98
48.77,9.59,3,65,116,3,Sci-Fi/Action,Tamil,4,Indian,60.26,80.01
30.36,9.55,9,81,153,9,Rom-Com,Others,2,Indian,77.87,32.05
38.18,8.14,2,41,128,4,Horror/Thriller,Hindi,0,Indian,41.07,26.06
48.3,0.93,4,46,147,2,Fantasy/Adventure,Hindi,0,Indian,59.52,38.08
108.84,13.35,4,79,142,5,Horror/Thriller,Tamil,2,Indian,147.72,80.0
15.47,6.12,11,67,164,6,Sci-Fi/Action,Tamil,0,Indian,43.0,15.58
39.35,9.68,5,70,123,6,Horror/Thriller,Tamil,5,Indian,77.49,47.4
39.59,13.06,5,56,135,4,Horror/Thriller,Tamil,3,Indian,72.34,45.65
1866.39,318.53,6,100,133,9,Action (Masala),English,5,Hollywood,2987.66,10394.69
111.36,12.78,9,81,146,7,Historical Epic,English,7,Hollywood,116.58,822.45
26.22,0.5,9,56,136,6,Historical Epic,Tamil,3,Indian,52.36,36.11
16.88,1.42,3,64,128,7,Historical Epic,Hindi,0,Indian,55.58,22.28
15.09,7.22,12,62,130,3,Drama,Hindi,2,Indian,31.43,21.06
64.94,17.94,12,31,158,4,Thriller,Hindi,4,Indian,81.04,83.96
144.66,12.7,6,58,158,3,Animated,English,3,Hollywood,125.95,598.44
531.8,100.32,6,59,97,5,Rom-Com,English,7,Hollywood,564.31,3723.86
10.12,0.5,1,62,110,5,Fantasy/Adventure,Hindi,4,Indian,26.29,104.31
10.02,0.5,12,67,146,5,Animated,English,3,Indian,28.88,19.69
9.76,5.99,3,84,150,5,Historical Epic,Telugu,3,Indian,34.4,21.72
11.95,0.5,10,55,160,6,Fantasy/Adventure,Hindi,0,Indian,44.54,16.2
35.25,16.13,11,39,139,3,Rom-Com,Tamil,6,Indian,49.46,50.67
31.29,14.01,8,55,132,6,Drama,English,5,Indian,65.17,67.85
33.13,7.09,8,78,145,8,Fantasy/Adventure,Hindi,1,Indian,99.79,45.19
29.45,4.11,1,30,135,2,Horror/Thriller,Telugu,3,Indian,24.98,17.27
658.17,103.25,5,72,118,5,Action (Masala),English,8,Hollywood,682.93,39225.17
6.72,2.64,3,73,133,6,Historical Epic,Tamil,2,Indian,25.17,13.51
105.33,27.31,8,79,142,7,Rom-Com,English,6,Hollywood,161.25,577.75
33.11,6.75,6,60,122,3,Rom-Com,Hindi,10,Indian,47.23,67.77
7.64,0.5,5,40,150,3,Horror/Thriller,Hindi,3,Indian,9.19,8.66
46.71,13.98,8,48,131,3,Horror/Thriller,Hindi,4,Indian,43.29,33.24
6.5,5.73,3,57,126,2,Sci-Fi/Action,Hindi,1,Indian,16.81,51.23
19.09,5.93,9,72,135,5,Horror/Thriller,Hindi,5,Indian,30.66,24.04
38.73,3.44,12,51,120,4,Fantasy/Adventure,Telugu,5,Indian,96.21,83.28
23.23,7.41,11,65,130,9,Horror/Thriller,Hindi,1,Indian,57.01,21.06
5.47,6.87,7,59,133,7,Animated,Hindi,5,Indian,25.97,17.36
23.36,3.11,8,54,137,4,Fantasy/Adventure,Hindi,1,Indian,54.22,30.65
44.7,4.11,6,67,145,8,Historical Epic,Hindi,2,Indian,132.04,53.44
13.36,0.5,10,52,154,6,Rom-Com,Others,6,Indian,26.23,21.95
36.41,1.3,10,57,121,4,Drama,Hindi,4,Indian,75.96,48.21
83.49,19.54,10,79,130,7,Horror/Thriller,English,1,Indian,170.45,114.05
28.01,8.18,12,58,128,6,Action (Masala),Hindi,6,Indian,102.51,80.35
1057.22,207.95,8,98,124,10,Superhero,English,3,Hollywood,4141.73,4897.85
110.86,23.43,7,57,123,3,Fantasy/Adventure,English,5,Indian,155.4,204.9
6.7,0.5,2,52,152,5,Action (Masala),Hindi,6,Indian,18.5,13.64
74.39,11.47,4,88,137,8,Horror/Thriller,English,3,Hollywood,72.72,343.66
39.91,11.41,7,82,134,9,Historical Epic,Hindi,5,Indian,186.19,96.82
19.2,8.28,4,51,136,5,Action (Masala),English,4,Indian,58.42,64.34
31.97,0.8,8,50,133,5,Superhero,Hindi,6,Indian,65.99,65.45
26.55,4.2,6,82,151,8,Horror/Thriller,Telugu,0,Indian,59.55,16.76
27.34,8.34,6,78,141,7,Thriller,Others,1,Indian,64.64,35.8
19.0,0.5,12,72,136,8,Superhero,Tamil,2,Indian,90.44,35.86
47.77,0.5,11,76,113,8,Horror/Thriller,Telugu,7,Indian,67.46,54.31
5.45,0.5,9,69,149,9,Horror/Thriller,Telugu,2,Indian,10.84,6.0
1775.47,90.65,8,79,135,5,Sci-Fi/Action,English,5,Hollywood,2671.16,17555.67
395.22,93.53,2,65,166,3,Fantasy/Adventure,English,6,Hollywood,314.73,1946.04
46.58,9.84,5,70,162,5,Rom-Com,Hindi,0,Indian,114.65,49.88
29.12,4.02,4,51,135,6,Sci-Fi/Action,Tamil,4,Indian,63.36,50.51
14.84,2.41,3,65,114,8,Horror/Thriller,English,0,Indian,31.27,14.03
65.64,15.14,10,58,128,6,Thriller,Hindi,3,Indian,147.35,76.0
8.53,2.81,5,63,135,5,Animated,English,5,Indian,22.66,29.52
271.54,59.93,4,84,109,7,Fantasy/Adventure,English,5,Hollywood,313.21,2011.97
151.62,15.22,2,50,148,5,Animated,English,5,Hollywood,131.95,601.6
3.13,0.5,12,27,121,1,Horror/Thriller,Hindi,5,Indian,2.74,3.89
21.24,2.39,10,57,131,4,Animated,Hindi,5,Indian,61.31,50.54
12.05,0.51,3,70,130,5,Horror/Thriller,Hindi,6,Indian,15.83,13.0
62.26,2.48,11,64,138,8,Superhero,Hindi,4,Indian,206.04,116.94
69.97,19.12,3,72,123,9,Sci-Fi/Action,Hindi,4,Indian,231.39,167.82
75.07,7.89,12,54,143,6,Rom-Com,Telugu,1,Indian,125.3,66.8
11.58,2.13,6,69,142,5,Sci-Fi/Action,Telugu,0,Indian,34.36,16.35
5.42,0.5,3,69,143,7,Rom-Com,English,0,Indian,10.78,8.8
18.45,7.98,7,78,138,7,Action (Masala),Tamil,0,Indian,65.37,28.82
27.33,9.92,11,86,118,7,Thriller,Tamil,0,Indian,58.45,30.73
17.86,6.02,12,55,138,3,Animated,Hindi,3,Indian,248.69,31.35
31.44,7.82,5,48,114,4,Action (Masala),Telugu,10,Indian,98.8,101.56
357.15,80.26,1,46,118,1,Superhero,English,6,Hollywood,289.0,2627.49
21.3,1.91,6,65,136,9,Animated,Tamil,5,Indian,49.3,30.49
118.58,31.47,5,58,133,3,Rom-Com,English,7,Hollywood,88.53,709.2
219.79,63.29,3,55,119,3,Animated,English,5,Hollywood,132.15,896.87
32.82,2.64,2,72,130,7,Historical Epic,English,0,Indian,88.44,54.16
1219.93,313.03,4,48,100,2,Fantasy/Adventure,English,7,Hollywood,1987.98,18137.03
25.48,1.27,6,68,141,5,Horror/Thriller,Hindi,5,Indian,36.16,27.06
1492.65,278.43,11,88,155,8,Animated,English,5,Hollywood,5614.83,11153.24
12.11,5.53,10,60,144,4,Action (Masala),English,6,Indian,44.56,73.44
69.64,19.01,6,77,143,5,Thriller,Hindi,5,Indian,162.6,63.24
34.28,2.41,11,71,129,5,Horror/Thriller,Hindi,1,Indian,52.36,22.92
456.95,84.98,10,84,150,4,Horror/Thriller,English,3,Hollywood,267.84,1406.54
57.71,19.16,6,67,171,6,Animated,Hindi,3,Indian,106.62,86.31
85.07,24.79,3,47,159,2,Horror/Thriller,Hindi,3,Indian,96.56,48.47
37.06,0.5,12,40,155,2,Drama,English,4,Indian,35.79,68.67
95.2,8.73,6,73,151,6,Superhero,Telugu,6,Indian,267.77,206.34
39.08,5.31,1,69,131,2,Superhero,Tamil,3,Indian,77.91,89.16
161.76,32.4,5,65,131,7,Animated,English,4,Hollywood,189.55,450.57
230.06,39.13,1,71,124,5,Action (Masala),English,3,Hollywood,305.51,1202.75
108.58,10.82,10,80,123,7,Historical Epic,Tamil,4,Indian,374.61,209.47
32.32,0.81,8,78,146,5,Rom-Com,Telugu,3,Indian,63.61,34.57
15.4,3.48,5,67,101,8,Thriller,Tamil,3,Indian,51.67,27.82
49.0,3.7,12,33,106,4,Action (Masala),Hindi,6,Indian,146.0,76.85
97.84,19.2,3,53,130,3,Action (Masala),Tamil,2,Indian,111.98,140.16
47.5,11.89,9,41,144,1,Historical Epic,Telugu,0,Indian,46.26,45.86
14.97,5.6,2,41,131,3,Sci-Fi/Action,Hindi,3,Indian,37.88,27.35
15.5,4.93,9,54,162,3,Historical Epic,Tamil,7,Indian,28.37,38.24
28.01,9.08,3,76,161,7,Superhero,Telugu,7,Indian,144.68,111.74
151.01,22.65,7,47,115,2,Horror/Thriller,English,5,Hollywood,78.02,420.76
36.67,7.7,10,84,138,6,Sci-Fi/Action,Telugu,0,Indian,111.39,62.61
38.35,11.39,9,100,162,10,Animated,Hindi,1,Indian,128.38,50.06
5.52,0.5,11,57,159,3,Action (Masala),Telugu,0,Indian,13.96,8.49
714.04,149.26,6,67,139,3,Historical Epic,English,6,Hollywood,438.71,1831.3
12.96,3.82,5,54,148,5,Rom-Com,Hindi,5,Indian,34.52,23.44
20.72,0.5,4,47,134,3,Historical Epic,Telugu,0,Indian,38.27,24.51
567.26,119.17,7,64,148,5,Rom-Com,English,3,Hollywood,948.21,1388.97
18.63,8.1,10,54,125,2,Drama,Hindi,4,Indian,34.87,26.52
21.37,8.71,7,80,135,7,Horror/Thriller,Hindi,4,Indian,47.16,90.33
27.05,3.5,5,91,151,10,Superhero,English,6,Hollywood,115.64,473.36
733.1,70.54,3,78,148,4,Action (Masala),English,2,Hollywood,553.49,1506.13
94.27,15.84,4,57,155,3,Fantasy/Adventure,Tamil,2,Indian,160.77,136.74
50.59,11.4,6,63,119,7,Drama,Hindi,4,Indian,89.34,54.31
12.05,2.85,5,72,137,5,Action (Masala),Hindi,8,Indian,50.72,57.06
41.82,2.69,1,68,132,6,Historical Epic,Tamil,3,Indian,94.36,62.28
20.7,3.21,2,77,100,7,Historical Epic,Hindi,4,Indian,78.17,35.2
94.46,19.94,5,70,147,2,Thriller,Hindi,5,Indian,164.89,177.14
28.84,3.25,6,85,141,10,Horror/Thriller,Telugu,7,Indian,60.17,42.2
16.99,0.5,9,58,143,5,Sci-Fi/Action,Hindi,2,Indian,35.79,23.22
11.49,0.5,1,52,134,1,Animated,Telugu,0,Indian,16.79,11.79
45.44,3.69,10,69,118,9,Sci-Fi/Action,English,3,Indian,155.0,111.83
288.46,34.32,2,70,136,3,Superhero,English,8,Hollywood,281.84,3703.62
11.45,3.61,11,61,126,6,Action (Masala),English,1,Indian,39.65,47.96
18.53,9.92,5,50,146,5,Rom-Com,Tamil,10,Indian,50.43,55.8
38.47,10.61,2,79,130,6,Animated,Telugu,0,Indian,119.16,38.05
8.1,2.12,5,44,159,3,Historical Epic,Tamil,0,Indian,21.51,13.23
13.74,9.72,3,71,129,4,Animated,Hindi,4,Indian,37.21,32.35
18.65,6.61,10,40,118,2,Fantasy/Adventure,Others,0,Indian,42.97,26.8
584.0,167.34,8,67,159,4,Rom-Com,English,3,Hollywood,901.1,1748.45
26.32,1.36,12,37,119,3,Drama,Telugu,1,Indian,29.88,22.24
37.45,0.5,1,91,100,6,Action (Masala),Telugu,0,Indian,110.01,52.49
63.71,11.59,10,81,107,8,Sci-Fi/Action,Others,0,Indian,240.74,73.0
25.14,8.65,4,70,161,9,Thriller,Hindi,0,Indian,75.33,26.85
36.56,10.46,3,75,139,6,Animated,Hindi,2,Indian,99.27,55.71
41.99,10.42,6,88,173,9,Animated,Hindi,2,Indian,160.42,65.53
4.45,3.09,1,53,141,3,Drama,Telugu,3,Indian,80.03,7.77
15.71,0.5,2,34,154,3,Historical Epic,Hindi,1,Indian,23.28,15.49
80.93,16.43,2,64,135,3,Animated,Hindi,3,Indian,127.68,73.5
41.38,10.43,4,90,119,6,Superhero,Telugu,7,Indian,154.17,142.21
112.46,16.14,12,78,168,5,Rom-Com,Hindi,4,Indian,224.07,126.7
416.28,33.36,7,68,101,3,Historical Epic,English,3,Hollywood,498.22,1439.1
32.21,5.41,9,81,119,8,Drama,Hindi,2,Indian,65.54,39.3
43.91,12.54,5,49,143,4,Thriller,Tamil,2,Indian,76.55,43.79
9.92,0.5,3,86,156,6,Horror/Thriller,Hindi,0,Indian,20.77,9.63
21.13,7.12,4,47,119,2,Animated,Hindi,7,Indian,168.96,42.57
16.01,5.63,3,60,136,5,Action (Masala),Hindi,4,Indian,55.21,38.45
31.31,16.48,8,73,150,7,Fantasy/Adventure,Tamil,5,Indian,120.4,70.49
459.05,40.3,8,57,151,1,Animated,English,7,Hollywood,359.03,2630.22
60.15,15.94,5,85,183,4,Drama,Hindi,4,Indian,138.12,112.33
15.43,1.91,9,71,148,6,Horror/Thriller,Hindi,9,Indian,26.6,47.96
75.78,14.01,6,48,115,3,Historical Epic,English,7,Hollywood,51.36,497.98
195.89,16.27,9,62,140,4,Fantasy/Adventure,English,4,Hollywood,199.75,1132.79
7.44,0.5,5,64,128,5,Sci-Fi/Action,Tamil,5,Indian,21.28,18.3
23.89,9.74,2,64,155,6,Historical Epic,English,6,Indian,57.88,88.87
20.59,7.16,11,71,118,5,Action (Masala),Tamil,6,Indian,67.18,53.6
29.6,3.67,3,59,132,3,Sci-Fi/Action,Telugu,0,Indian,68.2,29.26
118.11,36.48,5,42,92,3,Animated,Hindi,2,Indian,131.83,92.09
42.84,6.39,2,49,135,2,Action (Masala),Telugu,1,Indian,82.86,48.4
27.59,6.63,5,39,126,4,Drama,Telugu,1,Indian,43.46,28.93
8.49,2.23,4,55,139,4,Superhero,Hindi,1,Indian,28.72,17.35
345.65,43.24,10,59,139,5,Animated,English,6,Hollywood,512.53,949.57
7.34,0.72,9,73,148,7,Action (Masala),Hindi,5,Indian,29.14,23.34
25.03,1.81,2,47,149,3,Historical Epic,Hindi,3,Indian,47.55,24.41
23.96,15.66,10,55,126,5,Animated,English,2,Indian,72.57,74.17
56.69,5.35,6,52,135,4,Fantasy/Adventure,Telugu,3,Indian,88.98,53.98
14.28,2.12,12,64,137,3,Horror/Thriller,Hindi,4,Indian,25.28,19.59
45.02,8.41,12,55,169,2,Fantasy/Adventure,Tamil,4,Indian,81.37,83.39
10.09,0.84,1,64,119,5,Drama,Tamil,6,Indian,14.89,15.88
13.24,4.5,5,65,139,4,Superhero,Telugu,0,Indian,228.84,33.74
22.48,4.96,9,69,119,7,Superhero,Hindi,2,Indian,99.62,37.21
109.24,9.95,12,59,120,3,Action (Masala),Hindi,6,Indian,309.53,222.89
26.34,4.46,10,71,140,8,Drama,Tamil,3,Indian,73.23,193.42
44.28,12.5,9,75,147,8,Superhero,Telugu,3,Indian,167.76,93.95
116.18,19.19,8,88,157,8,Superhero,English,6,Hollywood,296.89,1053.4
19.31,0.5,8,77,165,10,Fantasy/Adventure,Hindi,8,Indian,69.63,38.63
211.43,62.8,9,91,149,6,Rom-Com,English,5,Hollywood,228.46,1161.31
13.18,0.5,10,35,119,2,Rom-Com,Telugu,7,Indian,19.42,19.54
137.37,45.99,12,77,142,6,Sci-Fi/Action,Hindi,7,Indian,609.56,401.75
131.87,20.12,3,50,139,3,Rom-Com,English,8,Hollywood,111.8,591.64
395.09,57.82,10,69,150,3,Thriller,English,5,Hollywood,335.62,2394.76
21.39,2.43,6,42,120,4,Rom-Com,English,3,Indian,30.65,35.09
31.38,1.51,7,65,103,6,Horror/Thriller,English,4,Indian,39.34,53.48
15.62,9.19,11,65,167,4,Drama,Telugu,1,Indian,30.26,18.69
18.77,9.03,12,78,127,8,Drama,Others,4,Indian,57.72,36.33
20.05,6.07,6,63,125,5,Animated,Hindi,1,Indian,55.09,18.83
16.58,0.52,12,45,123,6,Superhero,Telugu,0,Indian,52.58,30.43
15.07,4.83,2,61,159,5,Superhero,Telugu,5,Indian,49.26,47.93
36.73,11.26,2,53,118,5,Fantasy/Adventure,Tamil,4,Indian,76.06,66.98
41.36,9.82,9,54,155,5,Action (Masala),Others,8,Indian,113.31,81.51
1088.09,172.74,12,46,133,1,Drama,English,2,Hollywood,1352.89,2481.02
16.0,9.57,7,56,137,4,Animated,Hindi,5,Indian,32.95,22.66
27.76,4.06,12,84,166,6,Sci-Fi/Action,Hindi,6,Indian,108.19,83.31
775.07,175.55,6,68,142,6,Fantasy/Adventure,English,2,Hollywood,1016.82,16416.2
45.44,18.69,4,69,136,9,Sci-Fi/Action,Hindi,3,Indian,147.87,107.61
114.72,28.25,12,74,145,8,Thriller,Telugu,3,Indian,226.62,140.79
52.58,13.44,6,54,140,3,Sci-Fi/Action,Telugu,0,Indian,97.08,49.32
15.69,3.48,1,47,144,1,Drama,Telugu,6,Indian,14.33,21.51
